,review_text,review_score
481720, purchased game back 2008 played 30 day free trial didnt feel like worth subscription fee time probably didnt put enough time . everquest 2 extended came downloaded never ended really playing couldnt get . finally decided play free play. fist downloaded standalone client played quite sometime began enjoying able game future store game. noticed steam reinstalled iv playing non stop eversince. one huge perks found playing recieved tons free ingame goods housing items 500 station cash didnt know tons tons bonuses recieved purchasing registering game back 08. really sucked even though goods entirly powerful usful adventuring really gave glimps could game. especially housing. graphics obviously game getting age graphics show way however seems like perfect time graphics engines lot games still look really good. blocky cluncky like ps1 game everquest one smooth really nice looking landscapes armor sets ect. rolls look good age. tons settings dink make look good good need garenteed youll probably able find looks best depending pc spec. main hub towns especially freeport frames dropped crazy low. im sure server issue internet. laggy unplayable means especially due fact main cities less used grabbing quest crafting trading means wont need many frames anyways smaller faster taskes. gameplay iv sunk much time game fast . dont think iv able dedicate mmo start quick game despite giving chance first place. im still even level cap 95... wait read raised 100 hahaha. thats pretty awesome means still ton content buzz plus latest expansion pack. far review im level 54 dont even really feel game grind. leaves wanting play . questing type part standard kill get many thing thow quests unique items given item used summon boss instance special goggles help find clues. even though many standard quests actually prefer quests wheree special items required. usually less tetius go quicker results faster xp gold sick quest item rewards. said still love bit variety keeps wanting . game made fall love running dungeons. guildwars games dungeons always pretty fun friends good group generally require wait around group use sick dungeon finder get group together. well sweet pretty flawless guildwars 2 like freely run dungeon alone group everquest 2. depends level ability. theres flipside . also run dungeons people lower level whatever option obviously still guess problem though finding group people around want help clear whole place seconds . tuely feel dungeon matchmaking needs improved find confusing functional time. would amazing incorperated mega server type idea like guildwars 2 solution opinion ing brilliant. swear everquest 2 guildwars 2 awesome sex would dream game born. game free play probably one honest free play games looked part. although f2p models coming around. never forces purchase anything honestly little need spend dime. however got sucked bit paying research skills faster upgrade master tier. also bought cool white armor skins obvously dont need. iv also spent station cash instant repairs armor didnt feel like traveling back town repair men hard find part. also sub' last month month could adjust alternate experience slider give adventure xp months something wanted test nice added feature free 50 percent option still viable works behind scenes dont even need think . 50 percent adventure experince also didnt feel like grind playing free felt standard nice shinny option ever chose pay use . best purchase far though people may want concider adding mercinaries pack allows hire ai companion helps battle. make leveling little faster level 50 also makes alot faster combat alot easier merc escpecally fighting mobs heroic characters. chose purchase extra fairly early game real world cash higher level game ingame gold cost hire. buying pack also allows summon tour merc matter . dont use ton unless im running dungeon alone pricey game budget something sort felt like missing purchased addon. might though. playing game without merc entirely doable might need find buddy instead little social addon find buddies bring mercs . hit roof im assuming. guess little slow head didnt find storyline quests log early 20s think. man jacked found though. gave shoot . reason play read quests. ton fun running sidequests getting rewards found storyline quests even better loot offered got pulled gave new reason keep playing. one story missions game raptor like mount reward. pretty pumped even though already bought horse. raptor slow though ability almost jump glide. gliding cool like things way slow never used . however im higher level areas require climbing going around mountains. swapped raptor going around big long hills could set tracker mobs jump right big cliffs got . saving ton time. im middle content im still ton fun. daily achievments also pretty fun quite easy get. completing 2 give loyalty tokens actually want spend. 33 token im saving wild ing mansion 65 something. worth easy collect. cant type anymore steam lol,1
4455088, like casual fun game .,1
5859261,short really cool concept. get . .,1
1695495, find amusing see many people saying surprised enjoyable game . reaction 80s played truckin intellivision payload msx system first time. course ancient games concept essentially . ' think ' something wrong enjoying games. fact trucking simulation big entertainment potential glad see explored euro truck simulator series. solid game. plus went germany first time months ago riding someone else ' help look around smile familiar roads traffic flow seemed. think says lot realistic game .,1
3497915,anything game play table play . pay one game get bunch,1
5767215,damn good rts/civlike. came back edit add aware ' uplay game. uplay sucks.,1
568285,since bought game two years ago apparently spent three weeks life playing crusader kings ii even though ' play months times . come conclusion consider professional help.,1
3871181, started playing game around 5 days ago ive already played +30 hours. yes liked . let tell tho game gonna hit hard bad way. ' gonna stumble brick wall boredoms. simply enough doubt long long long long time.,-1
3426739,sad atmospheric fantastic emotional experience. really good game left deep impression . graphics sound gameplay overall ,1
4545793, game good customer service .,-1
2428926,' adive company thinks make strategy games. company losing money make game like homeworld ... company suddenly start making money. easy. go business school classy well-mastered ' even lot hours blown away. simple yet well made got game 2015 mind born 1995 making 4-year-old launched game. thank 1999 thank developers game stood test time.,1
2891853, game masterpiece. graphics amazing maps stunning always something hunt. many people complain buy things game well expect make money keep supporting game somehow. played game year tired reading bad reviews people mad pay bucks experience full game. great game deserves ratings getting.,1
5070660, like talking john madden aeiou place ,1
6248434, game sonic adventure great game sonic aventure dx. ever get pc version game. installed neglects create registry edit meaning configuration file accessible despite seaming work. result configurations make saved. ' problem default configurations made sence course '. default game run window mode fixed size. controls also make sence jump attack left right arrow keys corresponding directions enter start q e camera controls j k l look around controls. even manualy make registry edit let change key bindings. deside get controller game get set buttons mapped wrong automatically look left rendering game unplayable. want play sonic adventure buy dreamcast gamecube xbox 360 playstation 3. stay away port worst port ever seen ,-1
2637143, game contradictary title teach survive. teach die. repeatedly ,1
643163,awsome game ,1
4280194,great game. first boss absolutely destroyed us plenty fun playing couch friends figured beat . hooked levelling right .,1
3370267,fails launch.,1
845680,sucks wish games hud feature. ' ing achievement picking ammo. ' made achievement progress annoying window pops tell . press key crouch. oh really thanks needed bunch ing windows assualting begining game. atmosphere game completely ruined. got 20 thank god. one thing leaning. great let' take great features replace cover system ' pain . thanks.,1
4486674, played hour far really like . graphics pretty style simple charming. character well made smoothly animated moved. ' enough clutter make room interesting without making overwhelmingly messy good balance. audio beautiful music sound effects blend well rest game. gameplay ' classic isometric platforming puzzles solve loads little secrets collectibles. ' little hand-holding simply figure things well done - progression steady. starts easy gets quite challenging. ' charming fun control scheme nicely configurable easily changed fly great. ' several game modes adventure oldschool'. adventure gives unlimited time lives whereas old school limits time get room lives spend saves maps. ' playing adventure since ' insane. ' give old school try later. miss old spectrum amiga isometric puzzlers idea ' talking try - ' fun charming puzzle game.,1
6346802, ' think game would appeal bought sale without dlc regret buying dlc big addition game dont make mistake buy game dlc ,1
4259497, amount onions game high eyes died water nation stop attacking eyes 11/10 regret getting game 11/10 would allow onions attack eyes ,1
3422076,...uh...' weekend go ,1
1122673, love game ,1
3640358,beat xbone beating pc. 10/10,1
3164121,beautiful game soundtrack visuals story real easy get dialogue nice quirky times. issue first camera following curser instantaneously instead slight panning animation would lag little got used quickly. achievements also pretty straight forward requiring little bit grinding namely collectables . hard believe brought mobile pc.,1
4656981, ' normally reviews one certainly deserves one first game amazing con game short. sequel find week 2 ago... wasted time getting . regrets anyway time nitty gritty. game healthy dose video game pop culture references even moreso first game. references playstyles genres strategy puzzles side scrolling fighting running vertical/horizontal shooters ccg even rhythm games...essentially ' video game genre mash . one thing ' really comment controls playing ps3 controller whole way. pros - unique game utilizing many different gameplay styles one game. - tons references big titles/series loz ff super mario chrono trigger mgs name - story brings back memories fans chrono trigger least ' played ... waiting - great game introduce younger generations different arcade/console gameplay styles 80s/90s cons - jack trades master none. gives players taste many different styles gameplay ' really satisfy cravings . gameplay style simplistic ' expect fire emblem level strategy yu-gi-oh level complexity cards. every game referenced thing better game naturally oither game like one yet - story ' engaging would almost say basis time travel/global disaster little overused. however ' take away enjoyment game primary appeal combination gameplay . overall ' give 9/10. games nowadays make eager play importantly continue play end one .,1
4546318,oh man nostalgia u watched series ovas movies u growing watching show buy game dont ask buy ,1
3533853,things try least game - order enemy soldier get puddle water watch drown - drop huge tank air top enemies - put c4 unconscious soldier put pequod helicopter detonate remotely,1
4029247,doesnt work crashes right game starts. waste money.,-1
