,review_text,review_score
481720, purchased game back 2008 played 30 day free trial didnt feel like worth subscription fee time probably didnt put enough time . everquest 2 extended came downloaded never ended really playing couldnt get . finally decided play free play. fist downloaded standalone client played quite sometime began enjoying able game future store game. noticed steam reinstalled iv playing non stop eversince. one huge perks found playing recieved tons free ingame goods housing items 500 station cash didnt know tons tons bonuses recieved purchasing registering game back 08. really sucked even though goods entirly powerful usful adventuring really gave glimps could game. especially housing. graphics obviously game getting age graphics show way however seems like perfect time graphics engines lot games still look really good. blocky cluncky like ps1 game everquest one smooth really nice looking landscapes armor sets ect. rolls look good age. tons settings dink make look good good need garenteed youll probably able find looks best depending pc spec. main hub towns especially freeport frames dropped crazy low. im sure server issue internet. laggy unplayable means especially due fact main cities less used grabbing quest crafting trading means wont need many frames anyways smaller faster taskes. gameplay iv sunk much time game fast . dont think iv able dedicate mmo start quick game despite giving chance first place. im still even level cap 95... wait read raised 100 hahaha. thats pretty awesome means still ton content buzz plus latest expansion pack. far review im level 54 dont even really feel game grind. leaves wanting play . questing type part standard kill get many thing thow quests unique items given item used summon boss instance special goggles help find clues. even though many standard quests actually prefer quests wheree special items required. usually less tetius go quicker results faster xp gold sick quest item rewards. said still love bit variety keeps wanting . game made fall love running dungeons. guildwars games dungeons always pretty fun friends good group generally require wait around group use sick dungeon finder get group together. well sweet pretty flawless guildwars 2 like freely run dungeon alone group everquest 2. depends level ability. theres flipside . also run dungeons people lower level whatever option obviously still guess problem though finding group people around want help clear whole place seconds . tuely feel dungeon matchmaking needs improved find confusing functional time. would amazing incorperated mega server type idea like guildwars 2 solution opinion ing brilliant. swear everquest 2 guildwars 2 awesome sex would dream game born. game free play probably one honest free play games looked part. although f2p models coming around. never forces purchase anything honestly little need spend dime. however got sucked bit paying research skills faster upgrade master tier. also bought cool white armor skins obvously dont need. iv also spent station cash instant repairs armor didnt feel like traveling back town repair men hard find part. also sub' last month month could adjust alternate experience slider give adventure xp months something wanted test nice added feature free 50 percent option still viable works behind scenes dont even need think . 50 percent adventure experince also didnt feel like grind playing free felt standard nice shinny option ever chose pay use . best purchase far though people may want concider adding mercinaries pack allows hire ai companion helps battle. make leveling little faster level 50 also makes alot faster combat alot easier merc escpecally fighting mobs heroic characters. chose purchase extra fairly early game real world cash higher level game ingame gold cost hire. buying pack also allows summon tour merc matter . dont use ton unless im running dungeon alone pricey game budget something sort felt like missing purchased addon. might though. playing game without merc entirely doable might need find buddy instead little social addon find buddies bring mercs . hit roof im assuming. guess little slow head didnt find storyline quests log early 20s think. man jacked found though. gave shoot . reason play read quests. ton fun running sidequests getting rewards found storyline quests even better loot offered got pulled gave new reason keep playing. one story missions game raptor like mount reward. pretty pumped even though already bought horse. raptor slow though ability almost jump glide. gliding cool like things way slow never used . however im higher level areas require climbing going around mountains. swapped raptor going around big long hills could set tracker mobs jump right big cliffs got . saving ton time. im middle content im still ton fun. daily achievments also pretty fun quite easy get. completing 2 give loyalty tokens actually want spend. 33 token im saving wild ing mansion 65 something. worth easy collect. cant type anymore steam lol,1
4455088, like casual fun game .,1
5859261,short really cool concept. get . .,1
1695495, find amusing see many people saying surprised enjoyable game . reaction 80s played truckin intellivision payload msx system first time. course ancient games concept essentially . ' think ' something wrong enjoying games. fact trucking simulation big entertainment potential glad see explored euro truck simulator series. solid game. plus went germany first time months ago riding someone else ' help look around smile familiar roads traffic flow seemed. think says lot realistic game .,1
3497915,anything game play table play . pay one game get bunch,1
5767215,damn good rts/civlike. came back edit add aware ' uplay game. uplay sucks.,1
568285,since bought game two years ago apparently spent three weeks life playing crusader kings ii even though ' play months times . come conclusion consider professional help.,1
3871181, started playing game around 5 days ago ive already played +30 hours. yes liked . let tell tho game gonna hit hard bad way. ' gonna stumble brick wall boredoms. simply enough doubt long long long long time.,-1
3426739,sad atmospheric fantastic emotional experience. really good game left deep impression . graphics sound gameplay overall ,1
4545793, game good customer service .,-1
2428926,' adive company thinks make strategy games. company losing money make game like homeworld ... company suddenly start making money. easy. go business school classy well-mastered ' even lot hours blown away. simple yet well made got game 2015 mind born 1995 making 4-year-old launched game. thank 1999 thank developers game stood test time.,1
2891853, game masterpiece. graphics amazing maps stunning always something hunt. many people complain buy things game well expect make money keep supporting game somehow. played game year tired reading bad reviews people mad pay bucks experience full game. great game deserves ratings getting.,1
5070660, like talking john madden aeiou place ,1
6248434, game sonic adventure great game sonic aventure dx. ever get pc version game. installed neglects create registry edit meaning configuration file accessible despite seaming work. result configurations make saved. ' problem default configurations made sence course '. default game run window mode fixed size. controls also make sence jump attack left right arrow keys corresponding directions enter start q e camera controls j k l look around controls. even manualy make registry edit let change key bindings. deside get controller game get set buttons mapped wrong automatically look left rendering game unplayable. want play sonic adventure buy dreamcast gamecube xbox 360 playstation 3. stay away port worst port ever seen ,-1
2637143, game contradictary title teach survive. teach die. repeatedly ,1
643163,awsome game ,1
4280194,great game. first boss absolutely destroyed us plenty fun playing couch friends figured beat . hooked levelling right .,1
3370267,fails launch.,1
845680,sucks wish games hud feature. ' ing achievement picking ammo. ' made achievement progress annoying window pops tell . press key crouch. oh really thanks needed bunch ing windows assualting begining game. atmosphere game completely ruined. got 20 thank god. one thing leaning. great let' take great features replace cover system ' pain . thanks.,1
4486674, played hour far really like . graphics pretty style simple charming. character well made smoothly animated moved. ' enough clutter make room interesting without making overwhelmingly messy good balance. audio beautiful music sound effects blend well rest game. gameplay ' classic isometric platforming puzzles solve loads little secrets collectibles. ' little hand-holding simply figure things well done - progression steady. starts easy gets quite challenging. ' charming fun control scheme nicely configurable easily changed fly great. ' several game modes adventure oldschool'. adventure gives unlimited time lives whereas old school limits time get room lives spend saves maps. ' playing adventure since ' insane. ' give old school try later. miss old spectrum amiga isometric puzzlers idea ' talking try - ' fun charming puzzle game.,1
6346802, ' think game would appeal bought sale without dlc regret buying dlc big addition game dont make mistake buy game dlc ,1
4259497, amount onions game high eyes died water nation stop attacking eyes 11/10 regret getting game 11/10 would allow onions attack eyes ,1
3422076,...uh...' weekend go ,1
1122673, love game ,1
3640358,beat xbone beating pc. 10/10,1
3164121,beautiful game soundtrack visuals story real easy get dialogue nice quirky times. issue first camera following curser instantaneously instead slight panning animation would lag little got used quickly. achievements also pretty straight forward requiring little bit grinding namely collectables . hard believe brought mobile pc.,1
4656981, ' normally reviews one certainly deserves one first game amazing con game short. sequel find week 2 ago... wasted time getting . regrets anyway time nitty gritty. game healthy dose video game pop culture references even moreso first game. references playstyles genres strategy puzzles side scrolling fighting running vertical/horizontal shooters ccg even rhythm games...essentially ' video game genre mash . one thing ' really comment controls playing ps3 controller whole way. pros - unique game utilizing many different gameplay styles one game. - tons references big titles/series loz ff super mario chrono trigger mgs name - story brings back memories fans chrono trigger least ' played ... waiting - great game introduce younger generations different arcade/console gameplay styles 80s/90s cons - jack trades master none. gives players taste many different styles gameplay ' really satisfy cravings . gameplay style simplistic ' expect fire emblem level strategy yu-gi-oh level complexity cards. every game referenced thing better game naturally oither game like one yet - story ' engaging would almost say basis time travel/global disaster little overused. however ' take away enjoyment game primary appeal combination gameplay . overall ' give 9/10. games nowadays make eager play importantly continue play end one .,1
4546318,oh man nostalgia u watched series ovas movies u growing watching show buy game dont ask buy ,1
3533853,things try least game - order enemy soldier get puddle water watch drown - drop huge tank air top enemies - put c4 unconscious soldier put pequod helicopter detonate remotely,1
4029247,doesnt work crashes right game starts. waste money.,-1
2993277,great game ' huge fan world darkness table-top game series years game actually follows game mechanics quite well. story awesome. ever remade game better graphics ' pre-order play . look game. game amazing. give lick. mmm... tastes like raisins.,1
6263825, good game would definitely recommend playing - ,1
490206,call wolfenstein. ' game enjoy dumbed gameplay horrible cliched writing abundance scripted events ' probably like game. anyone ' ever played return castle wolfenstein however massive letdown. ' get wrong terrible game. ' even bad game ' great game either. really annoys wolfenstein new order disappointment name wolfenstein - 34.99 ask retail suffers ' going call consolisation meaning simplified point insulting intelligence la modern console gaming. floating bubbles necessary point objective think ' stupid ' navigate level without hand held floating bubbles ' disabled. inclusion perks completely unnecessary feel used game could fit status quo aaa shooters. personally ' care much upgrades levelling perks shooter ' personal taste. story alright writing awful. course game blazkowicz gets stabbed chest twice machine gunned - also twice supposed take seriously notion ' ever danger main character clearly immortal - spoilers - end dies. stupid ' seen survive much one little grenade blast. ' going kill main character ' show surviving loads impossible stuff earlier game. -end spoilers- finally want talk subtitles three options - disable completely display subtitles foreign ... wait foreign ' relative thing categorise. turns translates polish german fine also captions scottish dude seriously people think ' thick ' understand scottish accent reason english-speaking polish characters left unsubtitled. think ' quite clear game caters call duty generation - american generation ' stop short saying blazkowicz' characterisation propaganda. attitude ' american soldier ' calm everyone else panicking ' american. soldier laughable. cliched. ' fairly mindless forgettable shooter. graphics lovely really going pay thirty-five quid twelve hours pretty world got summer sale 8 honest ' paid tenner. ' say worth paid since retail price 35 simply ' get positive review. save money. buy two dozen indie games instead.,-1
403774, father bought game mother got shot weather balloon backyard ' told anyway. game really fun makes forget crippling depression social issues. play mix shooter strategy makes feel like mother alive ex girlfriend ' restraining order . game takes back peaceful times. brings smile tear face everytime start . 10/10,1
5340253, scary pencils coming attack ,1
5770969,swindlers company ,-1
3767649,yo,1
3232502,gud music dancing wierd lots sex background listen carefully.,1
976654,wow 420/69 sanic saved mi lyf xddd plis hab cancur got 2 go fest 2 hek dis geme gudt,1
5638338, honest game ' expecting boobs ect game character real-life scenarios made experience realistic. ' expect longshot 9/10,1
5593457,11pm crook linked triad. let assign detective mole case going bed. ...around 4 minutes later... okay good. investigation coming together nicely. one day. ...around 10 minutes later... oh look sun ,1
3573447, love game yet get single one errors listed tons dissatisfied reviews. recomend one thing suspect lead problems people make sure ur specs task drivers updated. sad thing people often try force machines run games really arn' ment able play. nice specs dont bother keeping drivers updated things go . ive ran game 10 hours straight going full blast story coop really nothing blast. crashing almost frame loss. one complaint game liek 4 difference currencies intergration phone app nonsense kinda sucks wish ' chosen route despite reasoning behind sound. aside great game would take tons negative reviews face value. look choose buy .,1
2107310, fitting prologue original deus ex.,1
3356362,rubbish crap game ,-1
3113801, time ive spent game hve single un-enjoyable moment,1
1924897,' huge ta fan continue play supreme commander day want see pa succeed. however willing follow along repurchase essentially dlc titans top current release. makes situation even worse current community owns pa essentially abandoned. ' purchase original game anymore. want play friends already pa ' going buy titans instead simply gifting copy pa . scam ,-1
1928303,+1,1
2988815, give game 10/10. game great change genre game choosing want . get little boring play long game awesome go forest unprepared save.,1
1170213, heard like spending money made game buy dlc buy guns buy. much buy ,-1
3766110,great game ,1
5429580, game based bloody 42 year war power inspired books song ice fire game thrones . thank 10/10,1
28430,diamond rough way call duty. easy run cheaper games. around good game,1
363370, bought game expecting racing cars siblings came ptsd.,1
4118660,came play game. fell love fox.,1
1292310,11/10 would play .,1
2681734,get best items game. killed tiny fly cause got stuck rock 10/10,1
5767795, good sim game. really enjoy persistence outside worlds build political alignment/boosts .,1
930523, fun little beat'em . worth play. wish higher video settings though. little grainy dated lookiing.,1
1164284, wife hates play game. 10/10,1
6225715, ' need justify put ice recipe ingredients water steps 1-slowly put water ice cube tray 2-insert freezer 3-remove hours 4- hesitate savour,1
4440697,imo best game genre. many features comprehensive types games make even really cool elemts like becoming developer buying competitor making produce games exclusive console. best game genre. worth price.,1
4678447, game amazing would recommend playing friends requires use coordination players critical thinking. pick regret 10/10,1
4969084,coolest free game ever. ' beat last boss though...,1
2535985,fun game play 3 friends. would recommend enjoy board games ,1
5581374,install game. hit play. game loud. options menu. play tutorial mission two. exit button. show ads game button works fine. ' alt-tab. ' get task manager exit game. manually turn computer exit game. uninstalled. screen looked like http //postimg.org/image/si72za4m review remains accurate. ' see exit button game refuses remotely render correctly may well exist. basically game locks finish tutorial missions. show options menu exit button. ' finish tutorial missions.,-1
1231234, game keeps busy alot. love . go try..,1
223580,well find difficult game review merits found story atmosphere combat highly enjoyable felt despite attempts present new style gameplay little linear game borrowed heavily hl2. whilst locations beautifully represented plenty atmosphere felt like replaying many levels physics games valve' classic. many timber yards reminiscent ravenholm even level lit enemies flashlight whilst female npc sheriff accompanying shot . ring bells hl2 disappointed way game borrowed heavily games combat spot using torch burn darkness enemies could pop delivered tense fights 4 5 enemies approaching sides meaning constantly check position hold back torch could move kill. however led fights heavily weighed enemies favour rage quit several times constantly dying levels. addition maps certainly overstayed welcome times progression became laborious. would recommend game worth playing story atmosphere locales mountains simply stunning well worth visiting. ultimately fps certainly ' patch rage ,1
2586153, first thought frustrating game ' ever played still . nevertheless game huge fun addictive hell challenging hate love time ,1
6038738,dota friendly new player ,1
1302643,put ride valkyries chopper scene heart.,1
5089575,amazing psychological horrorgame loved scared without jumpscares makes good horrorgame... horror ' jumpscares... frightning people... ' definitely game worth time ,1
349779, true classic childhood still challenging entertaining play. cannot go wrong mother double kill multi kill ... ... quake 3 arena unreal engine.,1
6000289, fact game still sale steam ridiculous. ' unplayable vast majority people long time. run away game fast . instead fixing game playable state developer chose build another game ignored previous customers well year probably stopped counting. disgusted ' still sale steam ashamed duping people selling . still sure check discussion pages community game. need spend money go buy coffee donut instead. least ' get something cash.,-1
5083146, rise fps killer raider yay.,1
4159160,plays every level dies 97 ,1
1434477,best game ever played. put 32 hours first 2 days buying . ' seen sun weeks friends think ' dead. body adapted receive energy lightbulbs room almost like photosynthesis. received approximately 4 hemorrhoids last week time leave seat reset router. ' sleep night anymore everytime shut eyes hear town center' bell ringing head. great game. 10/10,1
2261527,great game definitely best train sim . would even better new zealand content ,1
6309416, end v,1
5224015, 99 cents.,1
4202262, play anything cute majin girls saiyans ' missed entire point.,1
2098731,haunting beautiful breathtaking game - banner saga soul game recent memory certainly heart game major studio produced forever. games like exact reason support indie developers. appreciate enthralling story unique combat system characters actually care try . gameplay-wise ' oregon trail + heroes might magic combat + darklands village interactions multi-tiered narrative choices incredibly emotional. banner saga pulls 0 punches feel results actions heavily. game relentless get prepared left deep sorrow pit stomach edge seat paranoid choice ' make next - sophie' choice giants would banner saga. brutal game ' makes alluring - choices change game entirely none characters seem one-dimensional want play see happens make choice choice differently. even watching caravan walk gorgeous hand-drawn landscape snow falling sight behold ' kind inclined may even choke bit. emotion feel playing bad good keeps invested... game makes feel succeeded entirely. cannot recommend game enough.,1
3449218,' never excited play match match match..every round stressful challenge ' playing 4 hours straight.. eyes lost moisture since cant allow blink ' die. think ' getting good bam two rockets later rip hair . game fast paced creative levels designed make mind race fingers ache. unlike shooter ' ever played realize game definition first person shooters. ' skill.. holy suck. seriously..play .,1
1856128, interested storyline play first one. interested everything else try one.,1
5930491,great gampeplay great tutorials great netcode... ' enough keep fighting game fan / anime fan excited .,1
2818363,definitely something remembered. unique twists especially things revolve around clock real time. instance train passangers go lunch noon spend afternoons chatting dining going bed. ' replayable since ' easy miss important things never knew happened occured. also plenty endings. downside sometimes ' running two clocks quite sure go something. also portion game around concert train turns sort wasteland ' enjoyable recommended. movement system could use tweaks remember game 1997.,1
3206446,beat first walk still game amazing. hint horror little ' overwhelm sensation discovering things game. give 11/5.,1
3638000, finishished game filled kids emotion. first felt happy due fact game detail able stay consistently good. begining climax end something games could learn. mass effect felt empty inside .,1
5510723,pff tried hard like game boring story lifeless characters awful voice acting overwhelm good things game offer.,-1
1941408,pretty good like adventure games. puzzles ' unrealistic hard maybe points ' need use hint system helps figuring opinion good balance... adventure games twisted end look guides time one right difficulty able go without much help still challenging. even thought optional puzzles try avoid linearity mostly showcased first chapter much later ones pity. story engaging ' interesting make see action different points view think figured still manage surprise end. however unless really big fan graphic adventures ' wait sale otherwise ' quite pricey.,1
378935,nice game. quiet. bit antfarm bit simcity. takes time. like .,1
5202307,sometimes ' enough video games realize games wearing influences ones developers played sleeves. path exile cribs gameplay style diablo granddaddy action rpgs. darksiders cribs gameplay style games like zelda god war one point outright steals gun portal. deadbolt cribs elements hotline miami kill-- systematic clearing every room given building gunpoint one level literally level full traps hooked light switches pixellated art style tom francis developer gunpoint would gone listened nothing bands metropolis records hitman differing approaches problem killing dudes depending suave murderous want . first thing noticed deadbolt ' many reviews ' weird especially since reviewers treated risk rain 8/10 praise. thought risk rain pretty cool - single-player moba-style rpg called . damn fun ' followup game getting much press ' idea . second thing noticed deadbolt definitely hopoo games sophomore slump. visual design layout game pretty distinctive mechanics less . ' sorts mechanical design flaws - instance need turn lights ' gun front switch god help . goes weapons ' dropped top . way game ai gunshots detection means ' always element uncertainty everything - sometimes good plan falls apart due whatever rng forces inhabit world dead. one particular level 60 seconds complete objective going back change guns ' pause game ' realize complete objective. game said haha nope next time choose faster skullboy made mission . mention ' barely checkpoints game finish level reinforcements get called get shot bits trying sneak past said reinforcements car gotta whole thing . game extremely challenging sometimes unreasonable prick comes spotty little things. deadbolt kept reminding games fault. lot missions hotline miami-style vein killing intentionally made focus single rooms rather whirling around ice-cold violence straight murdering dudes. ' like gunpoint except puzzles involve tricking skeleton come downstairs pop back head derringer. ' like hitman boss missions except puzzles ' well thought except one traps ' favorite one . mashes tries combinations games recognize ' really come feel. ' hotline miami gunpoint two completely different styles play. hotline miami hitman. deadbolt ' really come ' kind disappointing. definitely would enjoyed little mechanics storytelling refined bit . ' still solid tactical shooter ' sort thing bang head level clears ' steer wrong five hours.,1
4324545, game lovely think foxy fangurls think ,1
4722793,closed beta review loved game lot fun. tough part trying earn enough tarch pay smiths. loved funny pun' names given like lara craft claude. lara croft amp cloud definitely looking forward full game ' wait ps ' awful reviews ' judge gt c,1
3887858,' odd kinda like game simply ' deliver area except atmosphere. ' rogue-like ignore anything suggesting . story book choose adventure game. ' pretty damned good genre. lovecraftian aspect extremely light limiting annoying ways. feels like game meant facebook pay--play- game got big scope. writing good bad. ' mixed bag repeates - lot. little replay value calling exploration game stretch. get 2.50 go .,-1
3632318, one best rpg' playing life. third chapter geralt' story hits store majesty blend fast paced combat interesting investigations beautiful stories quests dark gloomy world witcher. ' murder lots lost folklore dark fairy tales exploration horse riding races gambling whoes drinking lots swearing beautiful scenery enormous monsters fist fighting card games . go buy .,1
5359770,get serious ,1
6208938, could recommend game enjoy sid' games. ' sure static coming ' see big difference one civ v. one replaces barbarians aliens. although color system green icon means passive still attack flawed aliens still add something attack ' trying kill players time ' like enjoy militaristic. call supremecy game. one thing wish civ would let create faction. would love arc game ceo female ' play females games. ' weird xd anyway ' played say ' even read reviews try ,1
5331857, ' love meat,1
3224206,game year. play . simple . 11/10. would buy .,1
3116081,fantastic game multiplayer,1
3927145,rpg maker shovelware nothing recall value,-1
3519743, game might considered side game compared core entries still offers lot.,1
1446224, best game ' played. never gets old. never gets boring. always enjoyable. 100 worth 20 take time learn basics. doesnt take long ,1
5248729,fun things like . good game.,1
2118732, free tales arabian nights table fun play full game costs 158.94 joke 30 game max. even would say wait 50 sale.,-1
